Number One, Number Two, Their GCD, Time Spent (Milliseconds)
 807       , 874       , 1        , 0.07100000000000001      
 338       , 272       , 2        , 0.023                    
 120       , 117       , 3        , 0.012                    
 675       , 647       , 1        , 0.058                    
 509       , 122       , 1        , 0.012                    
 390       , 870       , 30       , 0.033                    
 137       , 339       , 1        , 0.013                    
 756       , 184       , 4        , 0.017                    
 733       , 325       , 1        , 0.027                    
 189       , 821       , 1        , 0.017                    
 148       , 680       , 4        , 0.013                    
 852       , 886       , 2        , 0.077                    
 801       , 59        , 1        , 0.007                    
 258       , 602       , 86       , 0.020999999999999998     
 195       , 273       , 39       , 0.017                    
 499       , 659       , 1        , 0.043000000000000003     
 548       , 463       , 1        , 0.04                     
 41        , 510       , 1        , 0.004                    
 785       , 209       , 1        , 0.018000000000000002     
 696       , 532       , 4        , 0.048                    
 442       , 139       , 1        , 0.013                    
 36        , 441       , 9        , 0.005                    
 633       , 261       , 3        , 0.020999999999999998     
 771       , 259       , 1        , 0.134                    
 491       , 625       , 1        , 0.216                    
 728       , 477       , 1        , 0.046                    
 150       , 874       , 2        , 0.163                    
 670       , 996       , 2        , 0.060000000000000005     
 507       , 336       , 3        , 0.026                    
 737       , 274       , 1        , 0.022                    
 978       , 131       , 1        , 0.012                    
 28        , 119       , 7        , 0.005                    
 294       , 607       , 1        , 0.024                    
 732       , 735       , 3        , 0.061                    
 985       , 830       , 5        , 0.066                    
 211       , 815       , 1        , 0.016                    
 656       , 246       , 82       , 0.019                    
 332       , 460       , 4        , 0.034999999999999996     
 201       , 672       , 3        , 0.019                    
 267       , 137       , 1        , 0.013                    
 781       , 657       , 1        , 0.057                    
 575       , 832       , 1        , 0.048                    
 213       , 31        , 1        , 0.004                    
 374       , 389       , 1        , 0.030000000000000002     
 683       , 786       , 1        , 0.059                    
 696       , 839       , 1        , 0.062                    
 621       , 34        , 1        , 0.005                    
 324       , 955       , 1        , 0.027                    
 466       , 40        , 2        , 0.004                    
 44        , 3         , 1        , 0.002                    
 501       , 52        , 1        , 0.006                    
 395       , 240       , 5        , 0.019                    
 991       , 39        , 1        , 0.004                    
 181       , 547       , 1        , 0.014                    
 504       , 350       , 14       , 0.031                    
 729       , 35        , 1        , 0.004                    
 878       , 480       , 2        , 0.041999999999999996     
 362       , 221       , 1        , 0.019                    
 768       , 52        , 4        , 0.006                    
 706       , 717       , 1        , 0.066                    
 916       , 151       , 1        , 0.013                    
 714       , 716       , 2        , 0.063                    
 403       , 577       , 1        , 0.034                    
 40        , 802       , 2        , 0.005                    
 875       , 917       , 7        , 0.078                    
 577       , 389       , 1        , 0.033                    
 771       , 638       , 1        , 0.077                    
 970       , 479       , 1        , 0.041                    
 535       , 810       , 5        , 0.045000000000000005     
 381       , 794       , 1        , 0.031                    
 162       , 581       , 1        , 0.014                    
 826       , 805       , 7        , 0.073                    
 791       , 823       , 1        , 0.06899999999999999      
 255       , 963       , 3        , 0.019                    
 219       , 54        , 3        , 0.005                    
 86        , 552       , 2        , 0.007                    
 537       , 312       , 3        , 0.025                    
 841       , 211       , 1        , 0.017                    
 164       , 871       , 1        , 0.013                    
 913       , 432       , 1        , 0.036000000000000004     
 586       , 806       , 2        , 0.054                    
 746       , 962       , 2        , 0.074                    
 989       , 759       , 23       , 0.06899999999999999      
 786       , 708       , 6        , 0.063                    
 801       , 223       , 1        , 0.019                    
 931       , 548       , 1        , 0.045000000000000005     
 249       , 507       , 3        , 0.019                    
 261       , 454       , 1        , 0.020999999999999998     
 198       , 616       , 22       , 0.018000000000000002     
 933       , 577       , 1        , 0.068                    
 934       , 338       , 2        , 0.029                    
 324       , 989       , 1        , 0.047                    
 247       , 829       , 1        , 0.02                     
 523       , 834       , 1        , 0.068                    
 560       , 32        , 16       , 0.007                    
 102       , 740       , 2        , 0.01                     
 877       , 113       , 1        , 0.01                     
 827       , 394       , 1        , 0.032                    
 526       , 791       , 1        , 0.044                    
 357       , 376       , 1        , 0.028                    
 740       , 138       , 2        , 0.012                    
 499       , 547       , 1        , 0.06999999999999999      
 964       , 433       , 1        , 0.037                    
 115       , 374       , 1        , 0.011                    
 63        , 848       , 1        , 0.006                    
 694       , 628       , 2        , 0.055                    
 216       , 786       , 6        , 0.019                    
 574       , 277       , 1        , 0.022                    
 213       , 724       , 1        , 0.017                    
 178       , 771       , 1        , 0.015000000000000001     
 573       , 46        , 1        , 0.005                    
 547       , 86        , 1        , 0.008                    
 176       , 990       , 22       , 0.016                    
 488       , 622       , 2        , 0.043000000000000003     
 561       , 808       , 1        , 0.05                     
 628       , 807       , 1        , 0.056                    
 948       , 942       , 6        , 0.106                    
 179       , 966       , 1        , 0.013                    
 300       , 496       , 4        , 0.026                    
 121       , 708       , 1        , 0.011                    
 758       , 152       , 2        , 0.013                    
 615       , 385       , 5        , 0.033                    
 719       , 409       , 1        , 0.034999999999999996     
 145       , 509       , 1        , 0.013                    
 41        , 339       , 1        , 0.005                    
 719       , 199       , 1        , 0.016                    
 923       , 164       , 1        , 0.014                    
 298       , 551       , 1        , 0.025                    
 46        , 301       , 1        , 0.005                    
 355       , 243       , 1        , 0.019                    
 787       , 856       , 1        , 0.066                    
 578       , 490       , 2        , 0.043000000000000003     
 311       , 155       , 1        , 0.013                    
 216       , 400       , 8        , 0.018000000000000002     
 705       , 660       , 15       , 0.058                    
 112       , 335       , 1        , 0.08                     
 193       , 944       , 1        , 0.019                    
 904       , 245       , 1        , 0.019                    
 243       , 813       , 3        , 0.041999999999999996     
 372       , 837       , 93       , 0.044                    
 81        , 738       , 9        , 0.034                    
 351       , 16        , 1        , 0.003                    
 624       , 937       , 1        , 0.06899999999999999      
 318       , 584       , 2        , 0.026                    
 535       , 691       , 1        , 0.060000000000000005     
 759       , 567       , 3        , 0.081                    
 532       , 672       , 28       , 0.046                    
 769       , 715       , 1        , 0.093                    
 359       , 480       , 1        , 0.064                    
 897       , 743       , 1        , 0.088                    
 875       , 399       , 7        , 0.056                    
 513       , 426       , 3        , 0.039                    
 913       , 340       , 1        , 0.030000000000000002     
 764       , 575       , 1        , 0.11                     
 303       , 142       , 1        , 0.014                    
 240       , 793       , 1        , 0.020999999999999998     
 26        , 569       , 1        , 0.003                    
 209       , 787       , 1        , 0.036000000000000004     
 943       , 369       , 41       , 0.030000000000000002     
 831       , 672       , 3        , 0.076                    
 915       , 971       , 1        , 0.11900000000000001      
 427       , 231       , 7        , 0.02                     
 119       , 391       , 17       , 0.011                    
 356       , 8         , 4        , 0.004                    
 941       , 80        , 1        , 0.007                    
 200       , 800       , 100      , 0.093                    
 827       , 568       , 1        , 0.061                    
 150       , 952       , 2        , 0.014                    
 818       , 861       , 1        , 0.076                    
 385       , 852       , 1        , 0.041999999999999996     
 97        , 663       , 1        , 0.009000000000000001     
 514       , 933       , 1        , 0.045000000000000005     
 172       , 257       , 1        , 0.015000000000000001     
 273       , 572       , 13       , 0.024                    
 705       , 506       , 1        , 0.045000000000000005     
 298       , 188       , 2        , 0.016                    
 836       , 684       , 76       , 0.062                    
 994       , 138       , 2        , 0.014                    
 733       , 69        , 1        , 0.009000000000000001     
 519       , 109       , 1        , 0.01                     
 838       , 490       , 2        , 0.041999999999999996     
 531       , 306       , 9        , 0.024                    
 430       , 107       , 1        , 0.01                     
 329       , 878       , 1        , 0.027                    
 527       , 592       , 1        , 0.045000000000000005     
 778       , 525       , 1        , 0.045000000000000005     
 474       , 421       , 1        , 0.036000000000000004     
 890       , 593       , 1        , 0.051                    
 438       , 252       , 6        , 0.020999999999999998     
 495       , 134       , 1        , 0.012                    
 847       , 781       , 11       , 0.068                    
 751       , 337       , 1        , 0.027                    
 764       , 711       , 1        , 0.061                    
 199       , 365       , 1        , 0.017                    
 922       , 821       , 1        , 0.06999999999999999      
 258       , 898       , 2        , 0.022                    
 565       , 220       , 5        , 0.018000000000000002     
 283       , 575       , 1        , 0.023                    
 197       , 269       , 1        , 0.016                    
 988       , 896       , 4        , 0.079                    
 103       , 467       , 1        , 0.01                     
 795       , 476       , 1        , 0.04                     
 954       , 281       , 1        , 0.023                    
 400       , 338       , 2        , 0.029                    
 716       , 268       , 4        , 0.022                    
 674       , 274       , 2        , 0.02                     
 814       , 805       , 1        , 0.068                    
 380       , 636       , 4        , 0.033                    
 141       , 210       , 3        , 0.013                    
 514       , 352       , 2        , 0.029                    
 844       , 295       , 1        , 0.024                    
 771       , 571       , 1        , 0.048                    
 39        , 682       , 1        , 0.005                    
 683       , 113       , 1        , 0.01                     
 913       , 10        , 1        , 0.003                    
 696       , 542       , 2        , 0.047                    
 527       , 303       , 1        , 0.026                    
 478       , 507       , 1        , 0.041                    
 654       , 744       , 6        , 0.056                    
 177       , 813       , 3        , 0.015000000000000001     
 503       , 534       , 1        , 0.043000000000000003     
 68        , 6         , 2        , 0.003                    
 649       , 192       , 1        , 0.015000000000000001     
 69        , 548       , 1        , 0.006                    
 753       , 882       , 3        , 0.067                    
 987       , 603       , 3        , 0.057                    
 195       , 441       , 3        , 0.017                    
 372       , 17        , 1        , 0.003                    
 970       , 730       , 10       , 0.063                    
 795       , 860       , 5        , 0.06899999999999999      
 428       , 703       , 1        , 0.036000000000000004     
 476       , 22        , 2        , 0.005                    
 342       , 68        , 2        , 0.007                    
 519       , 431       , 1        , 0.037                    
 838       , 143       , 1        , 0.013                    
 835       , 643       , 1        , 0.057                    
 877       , 5         , 1        , 0.004                    
 424       , 633       , 1        , 0.037                    
 767       , 287       , 1        , 0.024                    
 465       , 443       , 1        , 0.039                    
 749       , 493       , 1        , 0.041                    
 602       , 801       , 1        , 0.051                    
 978       , 907       , 1        , 0.078                    
 507       , 994       , 1        , 0.043000000000000003     
 503       , 976       , 1        , 0.043000000000000003     
 852       , 493       , 1        , 0.041999999999999996     
 612       , 654       , 6        , 0.052                    
 670       , 356       , 2        , 0.030000000000000002     
 729       , 702       , 27       , 0.06499999999999999      
 769       , 662       , 1        , 0.056                    
 606       , 614       , 2        , 0.05                     
 73        , 101       , 1        , 0.007                    
 878       , 512       , 2        , 0.043000000000000003     
 690       , 79        , 1        , 0.008                    
 54        , 760       , 2        , 0.007                    
 267       , 975       , 3        , 0.020999999999999998     
 58        , 145       , 29       , 0.006                    
 490       , 986       , 2        , 0.041999999999999996     
 910       , 269       , 1        , 0.022                    
 45        , 914       , 1        , 0.005                    
 396       , 896       , 4        , 0.033                    
 646       , 685       , 1        , 0.057                    
 986       , 811       , 1        , 0.075                    
 350       , 688       , 2        , 0.029                    
 504       , 998       , 2        , 0.044                    
 552       , 312       , 24       , 0.027                    
 147       , 741       , 3        , 0.013                    
 680       , 113       , 1        , 0.011                    
 630       , 53        , 1        , 0.007                    
 605       , 573       , 1        , 0.05                     
 209       , 36        , 1        , 0.005                    
 154       , 864       , 2        , 0.014                    
 822       , 2         , 1        , 0.002                    
 767       , 610       , 1        , 0.053                    
 396       , 796       , 4        , 0.034                    
 287       , 695       , 1        , 0.043000000000000003     
 623       , 840       , 7        , 0.14100000000000001      
 895       , 197       , 1        , 0.032                    
 818       , 727       , 1        , 0.079                    
 926       , 585       , 1        , 0.049                    
 937       , 179       , 1        , 0.014                    
 796       , 260       , 4        , 0.02                     
 964       , 4         , 2        , 0.002                    
 464       , 56        , 8        , 0.006                    
 711       , 562       , 1        , 0.047                    
 825       , 696       , 3        , 0.059                    
 473       , 102       , 1        , 0.009000000000000001     
 818       , 825       , 1        , 0.07100000000000001      
 883       , 423       , 1        , 0.036000000000000004     
 512       , 620       , 4        , 0.044                    
 13        , 2         , 1        , 0.002                    
 351       , 561       , 3        , 0.030000000000000002     
 626       , 724       , 2        , 0.054                    
 957       , 706       , 1        , 0.062                    
 535       , 102       , 1        , 0.009000000000000001     
 622       , 429       , 1        , 0.037                    
 956       , 382       , 2        , 0.032                    
 518       , 126       , 14       , 0.011                    
 946       , 580       , 2        , 0.049                    
 424       , 399       , 1        , 0.034                    
 942       , 459       , 3        , 0.04                     
 871       , 42        , 1        , 0.005                    
